simulation,bootstrap_se_0,bootstrap_se_1,bootstrap_se_2,bootstrap_se_3,bootstrap_se_4,theoretical_se_0,theoretical_se_1,theoretical_se_2,theoretical_se_3,theoretical_se_4
32,0.04812024970724399,0.0472465915514712,0.05210570279294159,0.048246211426393654,0.046113255020191285,0.04852735884186073,0.04912900542563913,0.0495540067737399,0.04798834651302843,0.0462715075147697
33,0.048982094955673364,0.04709767538528412,0.046545503606954856,0.04960117933328016,0.049151969190948865,0.047205795687354286,0.04657234802963012,0.04666590006427678,0.04908296665522301,0.04816798354425586
34,0.04938587257266025,0.05124604234786057,0.04667041759140376,0.05250294679767303,0.04998925147412489,0.047263443838284784,0.04812722233243431,0.048372370228014015,0.04689101059929479,0.04751555728942231
35,0.047958406914201133,0.04466560963261679,0.05042874726587039,0.04914851374059996,0.04878688627648825,0.047456111980744176,0.047376221386248155,0.0471854531594309,0.04766840931901475,0.04728284743884898
36,0.04621253688514612,0.04522890217716903,0.04763533804344495,0.045249840836821285,0.046734448578340554,0.046747839681871906,0.047668832882644716,0.04832905900032849,0.0460917849288838,0.04825244739790228
37,0.047356090615088775,0.043354407180749684,0.042569570808053896,0.04311209702793616,0.044149872577670196,0.04794354583864069,0.04755442218426516,0.0455420907277519,0.0467501107236435,0.047277897128367725
38,0.04555813469965927,0.04737483647189953,0.047153410530574334,0.04578505861859653,0.04693808071813199,0.045832674989622936,0.04718242593807851,0.045829204687588644,0.04633587236583414,0.046223879395200874
39,0.0465293760141777,0.04651928983749771,0.04563091828825676,0.048177931457951996,0.052573502561672474,0.04477652544867651,0.04691689881375788,0.04602768843070087,0.04760182794787163,0.05014065112427052
40,0.04915169464074042,0.05063022206400787,0.0470348122618144,0.046595611859934244,0.04895122895058293,0.047686770864327994,0.05044925355284999,0.04825314312110876,0.04730414545542032,0.04759336951697584
41,0.04371196796436109,0.045834369391515396,0.04912053900356224,0.04581618760861731,0.04473034067383701,0.04657771567061145,0.04710484151551498,0.04940311188120591,0.04808364674227656,0.047670609602890796
42,0.0440731082523009,0.049810911786153954,0.04998919193083494,0.04663035938063908,0.0443684993794302,0.0482269089275647,0.05019539463535372,0.049414969286887385,0.048549006891214434,0.04715442854272569
43,0.04615790429404182,0.04681166428900923,0.04370977199491232,0.045665124652023666,0.0445083524416162,0.04660454489728223,0.04700865378120864,0.04589317090704889,0.04812030345996286,0.0481500840873156
44,0.04609851767568586,0.04471448002893397,0.04602240052172938,0.048678357807583394,0.045530199555131705,0.04750710170223718,0.04822133979581624,0.04755739534686011,0.04753554086375453,0.04655002837913477
45,0.04633129254789397,0.0502513934316685,0.04734964965416197,0.046696203479936665,0.04856467120789934,0.04859051306140263,0.0492452551314988,0.04601442601407383,0.04733252005230615,0.04806638020838457
46,0.04730809193976668,0.04762987638985152,0.04978461587127669,0.05079016135677799,0.04665336590115596,0.04714188027504792,0.04655262709614338,0.04763851084197827,0.046941261736889596,0.04640309085373082
47,0.048229195417453026,0.05063552281164295,0.047506394223981396,0.04636894390812818,0.04634646170396167,0.04838331715725542,0.04920237841384429,0.04814079859239417,0.04718776508847598,0.047886876278622224
48,0.04877965674070134,0.04627238169430448,0.05110313014394737,0.04836907059120741,0.04906235519111405,0.0475375702643731,0.04590005548706217,0.048940658443453064,0.04855108439587946,0.049152211433710624
49,0.04631550969481943,0.050200555123756346,0.04634452614811045,0.04604189665672841,0.0453267525594654,0.04858366704395062,0.04954784369594536,0.04850154026446205,0.046531014096593326,0.047478268887017346
