simulation,beta_0_hat,beta_1_hat,beta_2_hat,beta_3_hat,beta_4_hat,ci_lower_0,ci_lower_1,ci_lower_2,ci_lower_3,ci_lower_4,ci_upper_0,ci_upper_1,ci_upper_2,ci_upper_3,ci_upper_4
68,2.4370387336277366,-1.7879097887705522,3.1870482291603035,0.5636879604844902,-0.6344276548010851,2.3464793119900063,-1.8674910077568412,3.104412085315798,0.4808573836003427,-0.7308138041073607,2.525613812026353,-1.6976864257436832,3.2707484153294604,0.6525517351812378,-0.5515127245349466
69,2.517223684438025,-1.812862418613455,3.192792519499297,0.4750945403154601,-0.7003868964921071,2.4177946818596294,-1.9198971294594867,3.0935518444021004,0.37018095029173054,-0.796614208794737,2.613259277971255,-1.7106558110465186,3.286452789970603,0.5727937133567023,-0.5928364717828836
70,2.5449183310453556,-1.801833536283242,3.2610791406441404,0.5583940778068015,-0.6712253157200568,2.455688000687875,-1.8819414722025638,3.1637453650105365,0.4774672636440904,-0.7642942701511397,2.6278686016118926,-1.7275970990115983,3.3421980766117274,0.650386524936326,-0.5844579924083253
71,2.5379420039633724,-1.894191770280612,3.058219347146626,0.5584531686288959,-0.6135484206016223,2.371833693500169,-2.0868285715042476,2.857750106356837,0.36501214250370667,-0.7870988620016209,2.6994621679158035,-1.7073349511426426,3.243371455867814,0.7887843493857144,-0.4247938071691753
72,2.540239038497195,-1.8655150517989856,3.2731898334650387,0.46790023492085553,-0.7207564981361063,2.327422387885809,-2.045374020495989,3.1015319929366694,0.2708247650949976,-0.9055135870803933,2.730286568990805,-1.6583066338859287,3.4692234136453934,0.6646813513584247,-0.5310264130458693
73,2.4496139661000234,-1.8451258747602854,3.1896266966849502,0.5663007436410885,-0.7203881518225717,2.3567911465869624,-1.9497055304075475,3.084858101541509,0.46159644049348436,-0.8208495408490769,2.5576100433230047,-1.7338862426309913,3.2879013428739583,0.674186288615612,-0.6177603545601638
74,2.5852292797038876,-1.8318525151544516,3.2019666771084534,0.5619459927601643,-0.6568007404408507,2.4963381691614774,-1.9250636284871117,3.1031730420339803,0.46587385551709953,-0.7557687920146061,2.6777466996744628,-1.744647738176873,3.3054827246403855,0.661312187002223,-0.5562818107767044
75,2.496262517614875,-1.757862437518611,3.1982969944228725,0.6203061936638379,-0.6817991377084802,2.4060857386835997,-1.847197366805226,3.1064585659782256,0.530186350486036,-0.76796776414793,2.6047764072949726,-1.6539196656152249,3.2905199003719887,0.7152449105045413,-0.5847039721912448
76,2.4828133100447625,-1.8123599677584974,3.256964516876961,0.5220368747761146,-0.677981204590529,2.3996099310647883,-1.8941438268654023,3.175058656063895,0.44562485615932224,-0.7570223689825593,2.5591682238126916,-1.7330785916305373,3.3335282457503763,0.6025761868681868,-0.6048935602454079
77,2.4278871564974414,-1.8147631524010905,3.168817435197337,0.4443587371896366,-0.7009941660152893,2.3028693856653373,-1.9407468722053565,3.0502235228954793,0.32606065711863924,-0.8268334360965246,2.5441566929515984,-1.686000282098421,3.2727029872790974,0.5609927102853828,-0.5694558668898041
78,2.4952138675655378,-1.7854090207130342,3.2100339735051864,0.47564096252413224,-0.6468348834844668,2.411861648930896,-1.8724561836902491,3.1250186109816123,0.37314403358831366,-0.7298612181043964,2.587835601019272,-1.703781897837046,3.300547440496332,0.5572241114434814,-0.5604655962266766
79,2.4237504494928768,-1.7960174686134651,3.1799020189968945,0.5697504832826347,-0.687192242949058,2.3489242931007084,-1.8776866155418521,3.090430857174914,0.4818368108704215,-0.7639701725982836,2.5081552416465547,-1.7069361024396597,3.259420825177193,0.6464413803846262,-0.6051125833482706
80,2.4876175549256905,-1.8872636683501423,3.214139799103106,0.4900126512079715,-0.597030676209727,2.3168261018258445,-2.0712789485360013,3.0459572077994275,0.3113142080409889,-0.7648707728362925,2.65058629410227,-1.7314390508552684,3.3672246321324826,0.6368395308465419,-0.4330070729684194
81,2.5172678361130116,-1.8703566614849563,3.2593201684858935,0.4962810948618721,-0.7440382864315972,2.4220021498122515,-1.9828768237350218,3.1608245615756103,0.3839701813567604,-0.843929521414666,2.615172107104223,-1.7565118502308152,3.358339391635297,0.5915036961195728,-0.6398995456555667
82,2.4205508217886895,-1.7851225929224013,3.194888037848836,0.47437425611632583,-0.7077837249618736,2.332193685264351,-1.8675826051145183,3.118991645845036,0.37676106685822564,-0.7950546109255102,2.504655316626492,-1.6884922566553193,3.2780191738370763,0.5705616652236243,-0.6299845790044716
83,2.522513071020815,-1.7667796460681962,3.2462460722277466,0.4752157300886255,-0.6790275014007763,2.4334585890525373,-1.861243366593323,3.1494882022810047,0.3811086199414951,-0.7634449882108787,2.6230260242673666,-1.6721097146943853,3.3325598217189043,0.5640400379289559,-0.5885057979024572
84,2.496970964144144,-1.8250929116646528,3.1779673738899246,0.48837085648034073,-0.6225784774438223,2.414371372383385,-1.9065121256701776,3.0939283379789804,0.40514501308025747,-0.7057615674781945,2.6032773839135253,-1.7342154162989216,3.263559566288351,0.5812649144265156,-0.5311944445897006
